Ah,T,P,V,Time
-0.56688,24.6071,6.9642985564,4.03358,1359.99599285424
-0.56643,24.6071,6.5223736875,4.03425,1361.00000068545
-0.56599,24.6071,6.1936982486,4.03493,1361.99199892581
-0.56531,24.6071,18.8761918834,4.04959,1363.00700046122
-0.56403,24.6071,14.3216582655,4.06915,1363.99899870157
-0.56304,24.6071,9.0781171395,4.06207,1364.99699167907
-0.56243,24.6071,8.9719883604,4.05162,1365.99600054324
-0.56211,24.6071,3.76580523,4.03948,1367.00400151312
-0.56204,24.6071,0,4.03122,1368.0049918592
-0.5621,24.6071,-1.0384669924,4.02569,1368.99999752641
-0.56217,24.6071,-1.0279843844,4.02484,1370.00500112772
-0.56224,24.6071,-1.0278566794,4.02434,1371.00799307227
-0.56232,24.6071,-1.0379871868,4.02383,1372.000997141
-0.56239,24.50194,-1.027642135,4.0235,1372.99799434841
-0.56246,24.50194,-1.0378143536,4.02316,1374.00299794972
-0.56253,24.50194,-1.0274684562,4.02282,1375.00399835408
-0.5626,24.50194,-1.037682794,4.02265,1375.99599659443
-0.56267,24.50194,-1.0376415204,4.02249,1377.00399756432
-0.56274,24.50194,-1.0375976672,4.02232,1378.00099477172
-0.56281,24.50194,-1.0272973315,4.02215,1378.99399884045
-0.56289,24.6071,-1.0375099608,4.02198,1380.00399135053
-0.56296,24.6071,-1.0374661076,4.02181,1380.99699541926
-0.56303,24.6071,-1.0374222544,4.02164,1381.9999974221
-0.5631,24.6071,-1.0271236527,4.02147,1383.00699256361
-0.56317,24.6071,-1.0373784012,4.02147,1383.99900086224
-0.56324,24.6071,-1.0270827871,4.02131,1385.00299863517
-0.56331,24.6071,-1.0373371276,4.02131,1385.996998474
-0.56338,24.6071,-1.0372932744,4.02114,1386.99599727988
-0.56346,24.6071,-1.0372932744,4.02114,1388.00699561834
-0.56353,24.6071,-1.0372932744,4.02114,1389.00099545717
-0.5636,24.6071,-1.0269959477,4.02097,1389.994995296
-0.56367,24.6071,-1.7554947875,4.01945,1391.00299626589
-0.56395,24.6071,-4.263143125,4.01237,1391.99600033462
-0.56464,24.6071,-14.14882488,3.994,1392.99899227917
-0.56566,24.6071,-20.0222160441,3.97731,1394.00399588048
-0.56715,24.6071,-26.034841308,3.9586,1394.99699994922
-0.56903,24.6071,-26.596240539,3.94141,1395.9959987551
-0.57115,24.6071,-7.9939309282,3.93197,1396.9939917326
-0.57171,24.6071,-12.8917904412,3.98068,1398.00199270248
-0.5726,24.6071,-37.3970707232,3.95624,1398.99699836969
-0.57527,24.50194,-18.3933144192,3.91174,1400.00599510968
-0.57656,24.50194,-17.5871202256,3.94832,1401.00299231708
-0.57762,24.50194,-14.759654208,3.9554,1401.99999958277
-0.57806,24.6071,0,3.97832,1403.00099998713
-0.578,24.6071,1.0929850944,3.99936,1403.99499982595
-0.57778,24.6071,3.368308938,4.00846,1405.01199290156
-0.57755,24.6071,3.2064099408,4.01082,1405.99499903619
-0.5774,24.6071,2.3149751427,4.01049,1407.00499154627
-0.57718,24.6071,20.7920255641,4.01807,1408.00599195063
-0.57543,24.6071,16.1990945273,4.07083,1408.99800024927
-0.57432,24.6071,-0.0207280507,4.05637,1409.99900065362
-0.57454,24.6071,-3.0418331856,4.01001,1411.00099682808
-0.57495,24.6071,-6.0586834992,4.00024,1412.00699619949
-0.57537,24.6071,-6.5648008036,3.99737,1413.00099603832
-0.57594,24.6071,-12.3317917305,3.99029,1413.99499587715
-0.57701,24.6071,-15.3334678146,3.97057,1414.9959962815
-0.57891,24.6071,-28.2936104289,3.93247,1416.00099988282
-0.58107,24.71226,-30.0438372927,3.92101,1417.00599342585
-0.58305,24.71226,-7.802775054,3.9318,1417.99899749458
-0.5836,24.71226,-3.5539349259,3.97563,1419.00400109589
-0.58374,24.71226,-1.8242030616,3.99012,1419.99499350786
-0.58396,24.71226,0,3.98844,1421.0069976747
-0.58312,24.71226,22.7006845248,4.03628,1422.00399488211
-0.58155,24.71226,22.6730956276,4.06274,1422.99599312246
-0.58045,24.71226,9.2363858638,4.04959,1424.00399409235
-0.57982,24.71226,-0.0206143532,4.03412,1425.00600032508
-0.58005,24.71226,-24.3950971862,4.00142,1426.00799649954
-0.58177,24.71226,-29.7889969818,3.94562,1427.00399793684
-0.58387,24.71226,-29.676533887,3.92674,1427.99799777567
-0.58594,24.71226,-28.8131794668,3.92253,1429.00499291718
-0.58795,24.71226,-20.6901895175,3.92101,1430.00699914992
-0.5894,24.71226,-11.6628229791,3.93989,1431.00199475884
-0.59022,24.71226,-11.6565611262,3.95826,1432.00799413025
-0.59095,24.71226,-9.47645732,3.964,1432.99800083041
-0.59146,24.71226,0,3.97141,1433.99899117649
-0.59141,24.71226,0,3.99346,1435.00899374485
-0.59164,24.71226,-4.7897009594,3.98153,1436.0009919852
-0.59222,24.71226,-8.4099050928,3.97192,1436.99499182403
-0.59271,24.71226,-6.1760609346,3.97714,1438.00100125372
-0.59299,24.71226,-3.7142492528,3.98422,1439.00299742818
-0.59324,24.71226,-3.7048797283,3.98507,1439.99099247158
-0.59361,24.71226,-13.531585834,3.97748,1441.00299663842
-0.59456,24.71226,-13.5600705233,3.95911,1441.99600070715
-0.59553,24.71226,-7.2805657434,3.95911,1443.00399161875
-0.59604,24.71226,-4.1502021366,3.97293,1443.99799145758
-0.59608,24.71226,0,3.99046,1445.00499665737
-0.59594,24.71226,-0.020439489,3.9999,1446.00399546325
-0.59644,24.71226,-8.2129289228,3.97478,1446.99900113046
-0.59727,24.71226,-12.3465183369,3.96231,1447.99499250948
-0.59835,24.71226,-5.7293080808,3.95624,1448.9990003407
-0.59875,24.81741,-1.1683652904,3.97782,1450.00499971211
-0.5988,24.81741,-9.4533606036,3.98844,1450.99899955094
-0.59966,24.71226,-13.293793403,3.9581,1452.00299732387
-0.6008,24.71226,-16.403046705,3.94731,1452.9969971627
-0.6022,24.71226,-26.7944862532,3.93062,1454.00200076401
-0.60411,24.71226,-20.5635283116,3.91596,1455.00699430704
-0.60552,24.71226,-19.2685506895,3.92927,1456.00499734282
-0.60672,24.71226,-13.1386151115,3.93585,1457.00699351728
-0.60763,24.71226,-12.9843181468,3.94394,1457.99999758601
-0.60856,24.71226,-13.1538628452,3.94343,1459.00599695742
-0.60949,24.71226,-8.229070684,3.9436,1460.00899896026
-0.61001,24.71226,-6.4128579941,3.96029,1461.00399456918
-0.61025,24.71226,-3.356288724,3.97006,1461.99599280953
-0.61061,24.71226,-5.207693808,3.96686,1463.00099641085
-0.61097,24.71226,-5.1685077833,3.96787,1464.00699578226
-0.61161,24.71226,-14.4226093836,3.95439,1464.99899402261
-0.61269,24.71226,0,3.94057,1465.99699705839
-0.61266,24.71226,0.8746836405,3.98217,1467.0039921999
-0.6125,24.71226,2.241273006,3.98874,1467.99799203873
-0.61245,24.6071,0,3.98672,1469.00799460709
-0.61326,24.6071,-16.9713119498,3.95051,1470.0030002743
-0.61446,24.6071,-16.7409625,3.93905,1470.99700011313
-0.61554,24.6071,-11.4075122624,3.94208,1472.00899422169
-0.61635,24.6071,-11.3977496592,3.94916,1472.99699932337
-0.61702,24.6071,-5.3949228116,3.95557,1474.00299869478
-0.6174,24.6071,0,3.96484,1475.00199750066
-0.61726,24.6071,2.5560244248,3.98706,1475.99799893796
-0.61699,24.6071,-0.0204058652,3.99332,1476.99799351394
-0.61762,24.6071,-8.9547722068,3.96164,1477.99599654973
-0.61853,24.50194,-17.1390226545,3.94731,1479.00399751961
-0.61975,24.6071,-17.2687423943,3.93551,1479.99799735844
-0.62099,24.6071,-18.1507777298,3.93062,1481.00300095975
-0.62241,24.6071,-19.6221205761,3.92371,1481.99999816716
-0.62357,24.6071,-12.6658929744,3.93264,1483.00699330866
-0.62443,24.6071,-5.9847440814,3.94478,1484.00599211454
-0.6247,24.6071,0.010109832,3.96464,1485.00599674881
-0.62456,24.71226,47.1436772208,4.04336,1485.99900081754
-0.62137,24.71226,46.2009177033,4.09713,1486.99499219656
-0.61834,24.71226,39.6371590542,4.10337,1488.01399692893
-0.61565,24.71226,34.355918448,4.09848,1489.00499939919
-0.61332,24.71226,28.8267206976,4.09224,1490.00699557364
-0.61137,24.71226,23.2581545316,4.08348,1490.99999964237
-0.60978,24.71226,19.347117138,4.07252,1492.00599901378
-0.60857,24.71226,11.8344080736,4.06089,1493.00999678671
-0.60775,24.71226,7.9722099402,4.04841,1494.00300085545
-0.60733,24.71226,0.3400612618,4.03442,1494.99700069427
-0.60731,24.71226,-0.020546288,4.0208,1495.99599950016
-0.60737,24.71226,-1.0359002904,4.01574,1497.01299257576
-0.60744,24.71226,-1.0355107708,4.01423,1498.0059966445
-0.60751,24.71226,-1.0352476516,4.01321,1498.99900071323
-0.60758,24.71226,-1.0350309652,4.01237,1500.00699162483
-0.60765,24.71226,-1.0348142788,4.01153,1500.99999569356
-0.60773,24.71226,-1.044906642,4.01085,1502.00499929488
-0.6078,24.71226,-1.044776382,4.01035,1503.00499387085
-0.60787,24.71226,-1.0446435168,4.00984,1503.99799793959
-0.60794,24.71226,-1.0445132568,4.00934,1505.00299148262
-0.60802,24.71226,-1.0443803916,4.00883,1506.00900091231
-0.60809,24.71226,-1.0442918148,4.00849,1506.99999332428
-0.60816,24.71226,-1.0339449536,4.00816,1508.00499692559
-0.60823,24.71226,-1.0338572472,4.00782,1508.99699516594
-0.6083,24.71226,-1.0337695408,4.00748,1510.00099293888
-0.60838,24.71226,-1.043942718,4.00715,1511.00599654019
-0.60845,24.71226,-1.0438984296,4.00698,1511.99999637902
-0.60852,24.71226,-1.0335528544,4.00664,1513.00499998033
-0.60859,24.71226,-1.0335090012,4.00647,1513.99799399078
-0.60867,24.71226,-1.0334212948,4.00613,1515.00499919057
-0.60874,24.71226,-1.0436353044,4.00597,1516.00699536502
-0.60881,24.71226,-1.033336168,4.0058,1517.00399257243
-0.60888,24.71226,-1.0435467276,4.00563,1517.99399927258
-0.60895,24.71226,-1.0332484616,4.00546,1518.99899281561
-0.60903,24.71226,-1.0434581508,4.00529,1520.0059980154
-0.6091,24.71226,-1.0331607552,4.00512,1521.01600058377
-0.60917,24.71226,-1.0331194816,4.00496,1522.00199402869
-0.60924,24.71226,-1.0433278908,4.00479,1522.99499809742
-0.60931,24.71226,-1.0330317752,4.00462,1523.99999164045
-0.60939,24.71226,-1.0432836024,4.00462,1524.99599307775
-0.60946,24.71226,-1.032987922,4.00445,1526.00299827754
-0.60953,24.71226,-1.0329440688,4.00428,1527.00699605048
-0.6096,24.71226,-1.0431950256,4.00428,1528.00700068474
-0.60967,24.71226,-1.0329002156,4.00411,1528.99999469519
-0.60975,24.71226,-1.0431507372,4.00411,1529.99799773097
-0.60982,24.71226,-1.0328563624,4.00394,1531.002991274
-0.60989,24.71226,-1.0430647656,4.00378,1532.01099224389
-0.60996,24.71226,-1.0328150888,4.00378,1532.99599997699
-0.61004,24.71226,-1.8908668925,4.00175,1534.00099352002
-0.61036,24.6071,-11.2379611276,3.98911,1535.00599712133
-0.61122,24.6071,-19.9781172405,3.96855,1536.00999489427
-0.61263,24.6071,-24.8043270986,3.94781,1537.0039947331
-0.61457,24.6071,-35.5989510572,3.92068,1537.99599297345
-0.61709,24.6071,-43.6092667758,3.89202,1539.00399394333
-0.62024,24.6071,-43.3908581964,3.86724,1539.99499641359
-0.62295,24.6071,-37.78710125,3.875,1541.00700058043
-0.62564,24.6071,-37.4114543365,3.87095,1542.00100041926
-0.62782,24.6071,-17.3389270416,3.88814,1542.99599602818
-0.62896,24.6071,0.0200732553,3.92823,1544.00699436665
-0.62859,24.6071,4.989693716,3.9788,1545.01099213958
-0.62831,24.6071,3.7518034254,3.98082,1545.99899724126
-0.62824,24.6071,-0.010140432,3.97664,1547.00499661267
-0.62897,24.6071,-10.0882468456,3.94984,1547.99599908292
-0.62959,24.6071,-8.742739968,3.9527,1548.99999685585
-0.63021,24.6071,-9.6758442858,3.95034,1550.00099726021
-0.63106,24.6071,-30.3695930082,3.93467,1551.00600086153
-0.63322,24.6071,0.0202213942,3.95722,1552.00700126588
-0.63288,24.6071,5.4120741579,3.98301,1552.99499630928
-0.63073,24.6071,19.340163778,4.05145,1554.01400104165
-0.62985,24.6071,35.431513314,4.0233,1555.0069950521
-0.62743,24.6071,14.6010467493,4.06881,1556.00499808788
-0.62641,24.6071,1.7705862378,4.03038,1556.99899792671
-0.62629,24.6071,0,4.00256,1558.00099410117
-0.62727,24.6071,-9.8725950834,3.96046,1558.99799130857
-0.62795,24.6071,-21.6836799924,3.96164,1560.01699604094
-0.62949,24.6071,-21.771438186,3.9318,1560.99999211729
-0.63199,24.6071,-40.7390994576,3.88848,1561.99900098145
-0.63491,24.6071,-54.2921875463,3.85999,1563.00500035286
-0.63887,24.6071,-69.199655562,3.8187,1564.00099173188
-0.644,24.6071,-72.9614998868,3.77116,1565.00599533319
-0.64935,24.6071,-72.9569594124,3.75161,1565.99899940193
-0.65474,24.6071,-50.9834249049,3.74723,1566.99999980628
-0.65742,24.6071,-36.8377707744,3.83286,1567.99699701369
-0.66201,24.6071,-43.6307423856,3.77268,1569.00599375367
-0.6652,24.6071,-56.1532844284,3.80572,1569.99699622393
-0.66937,24.6071,-53.64475998,3.7715,1570.99899239838
-0.67329,24.71226,-59.6326862472,3.77066,1572.00399599969
-0.67787,24.71226,-42.31940275,3.7538,1573.01199696958
-0.68096,24.71226,-41.7849172962,3.79847,1574.00399520993
-0.68389,24.71226,-39.6822044256,3.80336,1574.99799504876
-0.68668,24.71226,-16.4644319164,3.81212,1575.99599808455
-0.68784,24.71226,-9.7093634508,3.86724,1577.00699642301
-0.68854,24.71226,-9.702518033,3.88427,1578.00000049174
-0.68943,24.71226,-11.9759631838,3.88157,1579.00399826467
-0.69013,24.71226,-15.673305687,3.88882,1580.00299707055
-0.69125,24.71226,-15.7036165772,3.87668,1580.99399954081
-0.69238,24.71226,-15.6957568737,3.87719,1582.00399205089
-0.69352,24.71226,-15.6878928792,3.87769,1582.99699611962
-0.69463,24.71226,-21.9900069213,3.87651,1583.9959949255
-0.69621,24.71226,-22.0449459215,3.86185,1585.00699326396
-0.69779,24.71226,-32.0143609728,3.85797,1585.99799573421
-0.70012,24.71226,-32.2269168516,3.83286,1587.01299726963
-0.7027,24.71226,-35.885320497,3.82005,1587.99599334598
-0.70535,24.71226,-30.521038255,3.81785,1589.00000117719
-0.70758,24.71226,-31.3436913552,3.82662,1590.0060005486
-0.71004,24.71226,-35.2157580768,3.81516,1591.00099615753
-0.71285,24.71226,-38.3066573162,3.80471,1592.00199656188
-0.71517,24.71226,-32.9096569087,3.81667,1593.00599433482
-0.71775,24.81741,-43.6766576607,3.80353,1593.99600103498
-0.72096,24.81741,-55.5539343684,3.78212,1594.99599561095
-0.72507,24.81741,-55.1605114665,3.75077,1596.00399658084
-0.72904,24.81741,-39.666257964,3.75768,1596.99899218976
-0.73197,24.81741,-33.9194453796,3.78684,1598.00399579108
-0.73437,24.81741,-26.004713328,3.80336,1598.99599403143
-0.73622,24.81741,-18.1496393,3.8246,1600.00399500132
-0.73753,24.81741,-18.1397276112,3.84112,1601.00599117577
-0.7383,24.81741,-21.4761526983,3.85713,1602.00000107288
-0.73987,24.81741,-28.9039507456,3.83488,1602.99599245191
-0.74196,24.81741,-32.7771504,3.816,1604.00399342179
-0.74435,24.81741,-36.9753512401,3.80471,1604.99699749053
-0.74708,24.81741,-30.565040856,3.79426,1605.9969920665
-0.74926,24.81741,-36.5493483157,3.80791,1606.99499510229
-0.752,24.81741,-30.703789771,3.79105,1608.0009944737
-0.75424,24.81741,-34.5127322292,3.80319,1609.00599807501
-0.75675,24.81741,-34.5336336875,3.79375,1609.99599471688
-0.75874,24.81741,-23.3661221922,3.81347,1611.00299991667
-0.76045,24.81741,-15.7438051848,3.82392,1611.99499815702
-0.76158,24.81741,-23.15524107,3.83825,1613.00599649549
-0.76326,24.81741,-23.18032691,3.8246,1613.99900056422
-0.76494,24.81741,-23.178266221,3.82426,1615.00000096858
-0.76664,24.81741,-23.1772358765,3.82409,1615.9959923476
-0.76832,24.81741,-23.1751751875,3.82375,1617.00599491596
-0.77,24.81741,-20.065965273,3.82493,1618.00399795175
-0.77141,24.81741,-19.384825149,3.83319,1618.99999938905
-0.77227,24.81741,-11.72127824,3.85325,1619.9929933995
-0.7731,24.81741,0,3.85561,1620.99999859929
-0.77292,24.81741,-0.019894252,3.8932,1621.99899740517
-0.77318,24.81741,-4.3005532284,3.87972,1623.00699837506
-0.77367,24.81741,-13.187071226,3.87331,1624.00699295104
-0.77465,24.92257,-10.1845303392,3.86016,1625.00199861825
-0.77538,24.92257,-17.0992484352,3.86539,1625.99499262869
-0.77661,24.92257,-31.5380349264,3.84196,1627.00299359858
-0.77892,24.92257,-31.5865559022,3.81111,1628.00199240446
-0.78071,24.92257,-24.5652568644,3.82578,1628.99599224329
-0.78249,24.92257,-21.3094987568,3.82544,1630.0019916147
-0.78403,24.92257,-10.2059962368,3.83488,1630.99699728191
-0.78477,24.92257,-10.2217563588,3.85932,1631.99699185789
-0.78525,24.92257,-6.406334439,3.87078,1633.00399705768
-0.7857,24.92257,-6.2222768728,3.87314,1633.99599529803
-0.78613,24.92257,-2.4753377136,3.87668,1635.01199260354
-0.7863,24.92257,-29.9441361622,3.87314,1636.00599244237
-0.78846,24.92257,-6.0785814592,3.82628,1636.9989965111
-0.78888,24.92257,-15.834440001,3.86994,1638.00400011241
-0.79001,24.92257,-15.0844687836,3.85258,1638.99899572134
-0.79092,24.92257,-12.291741234,3.85932,1640.00600092113
-0.7918,24.92257,-21.903585372,3.8578,1641.00700132549
-0.79342,25.02773,-25.9559281345,3.83201,1642.00100116432
-0.79532,25.02773,-26.841941523,3.82021,1643.00700053573
-0.79745,25.02773,-30.5888214888,3.80808,1644.00800094008
-0.79993,25.02773,-37.6737384463,3.79577,1645.00399231911
-0.80268,25.02773,-37.7591612848,3.78296,1645.99600061774
-0.80547,25.02773,-38.4289929558,3.77757,1647.00199998915
-0.80834,25.02773,-49.1418351136,3.77116,1647.99999296665
-0.81239,25.02773,-40.659901578,3.7361,1649.00499656796
-0.81538,25.02773,-30.1693029374,3.76543,1650.00500120223
-0.81756,25.02773,-37.2347113275,3.78465,1650.99900104105
-0.82035,25.02773,-22.771859172,3.7747,1652.00500041246
-0.822,25.02773,-15.2073969372,3.80943,1653.00399921834
-0.8231,25.02773,-0.3131493123,3.83151,1653.99899482727
-0.82313,25.02773,0.0197502522,3.86502,1654.99699786305
-0.82291,25.02773,3.19927244,3.878,1656.00599460304
-0.82223,25.02773,15.7806545176,3.90058,1657.00100027025
-0.82111,25.02773,15.587355201,3.9171,1657.99500010908
-0.82019,25.02773,-0.0199743768,3.90888,1658.99999365211
-0.82153,25.02773,-18.952150058,3.83876,1660.00599302351
-0.8229,25.02773,-5.2609875003,3.84297,1660.99899709225
-0.82328,25.02773,0,3.8691,1662.00199909508
-0.82237,25.02773,0,3.91575,1663.00199367106
-0.82342,25.02773,-19.3037710096,3.85022,1663.99499773979
-0.82493,25.02773,-14.5320467908,3.83404,1664.99699391425
-0.82599,25.02773,-4.485571524,3.8514,1666.00299328566
-0.82631,25.02773,-14.1850071386,3.86758,1667.00000055134
-0.82734,25.02773,-14.7213773707,3.84769,1668.00499409437
-0.82858,25.02773,-17.455896688,3.8396,1668.99999976158
-0.82984,25.02773,-5.3206062336,3.84348,1670.00599913299
-0.83016,25.02773,-3.4915334976,3.87264,1670.99899314344
-0.83024,25.02773,-0.8921783401,3.88123,1672.00499251485
-0.83029,25.02773,0.0198458603,3.88373,1673.00299555063
-0.82955,25.02773,15.783191802,3.91356,1673.99999275804
-0.82843,25.02773,15.7941624841,3.92873,1675.00400058925
-0.82731,25.02773,15.9798238596,3.93244,1675.9959988296
-0.82605,25.02773,18.106925395,3.9407,1677.00999453664
-0.82479,25.13289,17.9473353189,3.94323,1677.99599803984
-0.82369,25.13289,15.932880612,3.9407,1679.00199741125
-0.82246,25.13289,30.4450495084,3.94964,1679.99500147998
-0.82033,25.13289,23.1563211672,3.97644,1681.01499192417
-0.81871,25.13289,28.221660675,3.9675,1682.0070002228
-0.81673,25.13289,23.8304968832,3.98048,1682.99899846315
-0.81534,25.13289,19.2095841231,3.96261,1684.00699943304
-0.81412,25.13289,11.6020469856,3.95688,1684.99899767339
-0.81332,25.13289,10.9225851928,3.94508,1686.00299544632
-0.81265,25.13289,0,3.94154,1687.00300008059
-0.81299,25.13289,0,3.90517,1688.00099305809
-0.81284,25.13289,10.7595481824,3.92604,1689.00699242949
-0.81209,25.13289,18.4550005908,3.94626,1690.00399969518
-0.81077,25.13289,18.451298097,3.96278,1691.00599586964
-0.80836,25.02773,34.8751355025,4.00425,1691.99999570847
-0.8057,25.02773,12.8725570596,4.01268,1693.00599507987
-0.80482,25.02773,7.592765376,3.9584,1693.99899914861
-0.80428,25.13289,3.386464098,3.9461,1695.00399269164
-0.80407,25.13289,7.5410265294,3.93666,1695.99499516189
-0.80322,25.13289,11.804164416,3.95688,1697.00499773026
-0.80245,25.13289,21.2194763048,3.95806,1697.99699597061
-0.80097,25.13289,10.0267934795,3.97745,1699.0040011704
-0.80033,25.23805,9.608237072,3.9557,1699.99699518085
-0.79943,25.23805,12.5734667223,3.96363,1701.00099295378
-0.79869,25.23805,6.4399214631,3.95823,1701.99899598956
-0.79835,25.23805,0,3.94508,1703.00699695945
-0.79838,25.23805,-0.4920434945,3.93163,1703.99599783123
-0.79845,25.23805,-1.0436443322,3.92894,1705.00199720263
-0.79852,25.23805,-1.0433308888,3.92776,1705.99699281156
-0.7986,25.23805,-1.0431502604,3.92708,1707.00299218297
-0.79867,25.23805,-1.0429722883,3.92641,1708.01199898124
-0.79874,25.23805,-1.032786513,3.9259,1709.00699459016
-0.79882,25.23805,-1.0427465028,3.92556,1709.99899283051
-0.79889,25.23805,-1.0426588449,3.92523,1711.00399643183
-0.79896,25.23805,-1.0325208123,3.92489,1712.00699843466
-0.79904,25.23805,-1.0425233736,3.92472,1712.99899667501
-0.79911,25.23805,-1.0324313685,3.92455,1713.99599388242
-0.79918,25.23805,-1.0424330594,3.92438,1715.00199325383
-0.79926,25.23805,-1.0423905586,3.92422,1715.99799469113
-0.79933,25.34321,-1.0724036245,3.92405,1716.99499189854
-0.79943,25.34321,-1.462838223,3.92287,1717.99799390137
-0.79993,25.34321,-14.6600850166,3.90466,1719.00299750268
-0.80098,25.34321,-22.3018857893,3.88427,1719.99599151313
-0.80257,25.34321,-30.0653113153,3.85949,1721.00399248302
-0.80476,25.34321,-30.3245569135,3.83741,1721.99499495327
-0.80733,25.34321,-35.993259197,3.81701,1723.01099225879
-0.81005,25.34321,-37.4115836406,3.80757,1724.00300055742
-0.81295,25.34321,-28.8746408457,3.79881,1724.99899193645
-0.81463,25.34321,-29.5315778408,3.83117,1726.00599713624
-0.81677,25.34321,-29.5823824072,3.81752,1726.99499800801
-0.81893,25.34321,-30.558562544,3.8128,1727.99999155104
-0.82137,25.34321,-41.19512158,3.80134,1728.99399138987
-0.82453,25.34321,-23.3607285277,3.78263,1730.00199235976
-0.82624,25.34321,-23.3232755452,3.82241,1730.99699802697
-0.82798,25.34321,-18.264525909,3.82207,1732.00799636543
-0.8293,25.34321,-21.9439600577,3.83387,1733.00199620426
-0.83098,25.34321,-23.3972043195,3.82173,1733.99699181318
-0.83283,25.34321,-26.55733605,3.81297,1735.0009996444
-0.83495,25.34321,-29.001027494,3.80521,1736.00399158895
-0.83575,25.34321,-15.464875559,3.84685,1736.99899725616
-0.8369,25.34321,-7.1743439152,3.84263,1738.00499662757
-0.83738,25.34321,-6.0497728664,3.86404,1738.9999922365
-0.83756,25.34321,-13.423872666,3.87028,1740.00999480486
-0.83852,25.34321,-27.6864949867,3.84263,1741.00299887359
-0.84056,25.34321,-27.7271510495,3.81179,1741.99999608099
-0.8421,25.34321,-10.3210540048,3.83033,1743.00399385393
-0.84279,25.34321,-9.4914019716,3.85494,1744.00199688971
-0.84348,25.34321,-9.4947258606,3.85629,1745.00499889255
-0.84416,25.34321,-9.4967940582,3.85713,1745.99599130452
-0.84484,25.34321,-9.488606302,3.8578,1747.00499810278
-0.84552,25.44836,-9.999223812,3.85713,1748.00099954009
-0.84637,25.44836,-15.4278936156,3.84988,1749.00499731302
-0.84757,25.44836,-15.6806908028,3.84196,1750.00300034881
-0.84847,25.44836,-8.8527453764,3.85123,1751.00299492478
-0.84901,25.44836,-0.118468993,3.86522,1751.99800059199
-0.84902,25.44836,0,3.88208,1752.99799516797
-0.8483,25.44836,10.2975595437,3.91053,1754.00799773633
-0.84746,25.44836,4.260172731,3.91542,1755.00399917364
-0.84718,25.44836,31.0431676464,3.95773,1755.99799901247
-0.84495,25.44836,31.8467177392,3.97222,1756.99499621987
-0.84255,25.44836,34.7747218935,3.98571,1757.99500085413
-0.83937,25.44836,37.2621345039,4.01571,1758.99600125849
-0.83713,25.44836,32.615538305,3.99431,1759.99500006437
-0.83507,25.44836,28.5177733568,3.98908,1761.00399680436
-0.83322,25.44836,26.2233737532,3.98723,1761.99700087309
-0.83149,25.44836,16.68948795,3.98436,1763.00099864602
-0.83034,25.44836,16.5969224924,3.96953,1764.00799378753
-0.82913,25.44836,11.6928035406,3.97054,1765.00500105321
-0.82831,25.44836,5.8035011342,3.95857,1765.99799506366
-0.8279,25.44836,5.8151959596,3.94593,1767.00199283659
-0.82788,25.44836,-0.0200872056,3.93096,1768.00600066781
-0.82794,25.44836,-1.0429722883,3.92641,1769.00700107217
-0.82802,25.44836,-1.0426588449,3.92523,1770.00399827957
-0.82809,25.44836,-1.0424330594,3.92438,1770.99599651992
-0.82816,25.44836,-1.0422099302,3.92354,1772.00100012124
-0.82824,25.44836,-1.0420771152,3.92304,1773.00099469721
-0.82847,25.44836,-3.6704657565,3.91579,1773.99600036442
-0.82924,25.44836,-18.361819064,3.89236,1775.00499710441
-0.83056,25.44836,-26.0504655234,3.87078,1775.99699534476
-0.83243,25.44836,-32.9753178516,3.84364,1777.00499631464
-0.8349,25.44836,-34.01570556,3.82156,1778.00799831748
-0.83794,25.44836,-42.1224900096,3.79392,1779.00099232793
-0.84164,25.44836,-49.8499256676,3.76644,1779.99499216676
-0.84504,25.44836,-15.5303454402,3.78381,1780.99899999797
-0.84617,25.44836,-15.4946402715,3.84449,1781.99899457395
-0.84907,25.44836,-38.3724701976,3.78532,1783.00599977374
-0.85161,25.44836,-26.6439634875,3.79341,1783.99999961257
-0.85356,25.44836,-9.0530355126,3.81954,1785.00699475408
-0.85421,25.44836,-8.2041266672,3.85612,1786.00099459291
-0.8546,25.44836,-4.218898852,3.86842,1787.00699396431
-0.8547,25.44836,0,3.87887,1787.99999803305
-0.85466,25.44836,0.6351924832,3.88592,1788.99599947035
-0.8545,25.44836,7.2122105905,3.89485,1790.00199884176
-0.85399,25.44836,40.3016689952,3.97559,1790.99899604917
-0.85122,25.44836,39.730134258,3.9906,1792.00099222362
-0.84848,25.44836,38.8832317104,3.99784,1792.99499206245
-0.84613,25.44836,32.4948846327,3.99077,1794.00100149214
-0.84411,25.44836,23.6593553189,3.98419,1795.00599503517
-0.84253,25.44836,17.0748751716,3.97458,1795.9989991039
-0.84132,25.44836,17.0697720576,3.96632,1797.00399264693
-0.84054,25.44836,7.235136666,3.95082,1797.99899831414
-0.84014,25.44836,0,3.93986,1798.99899289012
-0.84014,25.44836,-0.2606519449,3.92489,1800.00599808991
-0.84021,25.44836,-1.0416733576,3.92152,1800.99499896169
-0.84028,25.44836,-1.0314132876,3.92068,1801.99999250472
-0.84036,25.44836,-1.0312344,3.92,1803.00299450755
-0.84043,25.44836,-1.0410916279,3.91933,1803.99699434638
-0.8405,25.44836,-1.0410013137,3.91899,1805.00199794769
-0.84058,25.55352,-1.0308792555,3.91865,1806.00499995053
