Ah,T,P,V,Time
-1.15342,24.6071,-7.9402155606,3.75009,2767.00599342585
-1.15401,24.6071,-11.6177903125,3.79375,2768.0069938302
-1.15494,24.6071,-37.3750918096,3.76762,2769.00199949741
-1.15775,24.6071,-18.3924402506,3.72346,2770.00599727035
-1.15911,24.6071,-18.3635148996,3.76038,2770.9969997406
-1.16021,24.6071,-6.1577950212,3.77302,2772.00599648058
-1.16066,24.6071,0.0193893329,3.79439,2773.00399951637
-1.1606,24.6071,1.1586466346,3.81209,2774.00499992073
-1.16037,24.6071,3.3759694696,3.82018,2774.99999552965
-1.16013,24.71226,3.0259377082,3.82169,2776.00599490106
-1.15997,24.71226,2.1763383614,3.82102,2776.99999473989
-1.15975,24.71226,25.892615034,3.8313,2777.9950004071
-1.15788,24.71226,19.4761463004,3.88457,2778.99899818003
-1.15673,24.71226,-0.0197607277,3.86707,2779.99700121582
-1.15696,24.71226,-3.335782945,3.81887,2781.00499212742
-1.15738,24.6071,-6.062360616,3.80993,2781.99899196625
-1.15783,24.6071,-6.292571275,3.80791,2783.00099819899
-1.15843,24.6071,-15.297423288,3.79796,2784.0069975704
-1.15955,24.6071,-27.59230206,3.7747,2784.99699421227
-1.1616,24.6071,-30.5906499065,3.74285,2786.01199574769
-1.16388,24.6071,-30.627592482,3.73105,2786.99899502099
-1.16597,24.6071,-7.8150922549,3.74521,2788.0039986223
-1.16655,24.6071,-1.8569451013,3.78667,2789.00599479675
-1.16668,24.6071,-1.9710898616,3.80167,2790.00100046396
-1.16692,24.71226,0,3.79982,2790.99999926984
-1.16603,24.71226,22.6431107922,3.84614,2792.00800023973
-1.1644,24.71226,17.8107231228,3.87193,2792.9989926517
-1.16323,24.71226,9.268078461,3.8603,2793.99499408901
-1.16256,24.71226,-0.0196375767,3.84297,2795.00799402595
-1.16281,24.71226,-17.3819708015,3.81263,2796.01000025868
-1.16459,24.71226,-27.9352131849,3.75599,2796.9959937036
-1.16681,24.71226,-29.7093377168,3.73661,2798.00199307501
-1.16897,24.71226,-28.9496824902,3.73341,2798.99699874222
-1.17108,24.71226,-20.7070974906,3.73442,2800.00299811363
-1.17263,24.71226,-16.2429853824,3.74976,2800.99599212408
-1.17348,24.71226,-11.3301575698,3.77218,2801.9999999553
-1.17424,24.71226,-10.1064319668,3.77572,2802.9969971627
-1.17477,24.71226,0.0193436495,3.78545,2803.99599596858
-1.17472,24.71226,0,3.80568,2804.99499477446
-1.17496,24.71226,-3.9642597766,3.79493,2805.9970010072
-1.17556,24.71226,-8.1859001407,3.78397,2807.00300037861
-1.17608,24.71226,-6.7518982125,3.78735,2807.99799598753
-1.17637,24.71226,-3.7127753168,3.79544,2809.00399535894
-1.17664,24.71226,-3.8292770607,3.79561,2809.99699942768
-1.17702,24.71226,-13.5255799724,3.78802,2811.00399456918
-1.17802,24.71226,-13.5574512768,3.76998,2811.99499703944
-1.17903,24.71226,-9.1984626256,3.77116,2813.00000064075
-1.17958,24.71226,-1.9527898907,3.78499,2814.00600001216
-1.17964,24.71226,0.0194289354,3.80214,2815.00299721956
-1.17948,24.71226,0,3.81091,2816.00199602544
-1.18,24.71226,-11.944293181,3.78667,2816.99799746275
-1.18089,24.71226,-15.7413216192,3.77184,2818.00399683416
-1.18206,24.71226,-5.7027874908,3.76526,2818.99499930441
-1.18248,24.71226,-5.427382994,3.78785,2820.00799924135
-1.18256,24.71226,-5.7262429309,3.79999,2820.99499851465
-1.18347,24.71226,-13.370307944,3.7688,2821.99999205768
-1.18466,24.71226,-17.2723274936,3.75701,2823.00799302757
-1.18615,24.71226,-20.3733894752,3.74672,2823.99599812925
-1.18816,24.71226,-21.9314156364,3.72852,2825.00299327075
-1.18963,24.71226,-20.0264069976,3.74268,2825.99699310958
-1.19087,24.71226,-12.9852993748,3.75212,2827.00599990785
-1.19183,24.71226,-12.963520794,3.7597,2827.99699231982
-1.19279,24.71226,-13.105811736,3.7592,2829.00100015104
-1.19378,24.71226,-13.027832874,3.75886,2829.99499998987
-1.19431,24.71226,-6.3749164125,3.77605,2830.9989977628
-1.19457,24.71226,-3.7405255333,3.78431,2832.00599290431
-1.19494,24.71226,-5.225056352,3.78145,2832.99699537456
-1.19533,24.71226,-9.0778401324,3.78111,2834.00299474597
-1.196,24.71226,-9.3915168192,3.77133,2834.9959988147
-1.19713,24.71226,0.0191920869,3.75579,2835.99599339068
-1.19709,24.71226,0.9308834502,3.79658,2837.00199276209
-1.19693,24.71226,2.2918159278,3.80214,2837.99499683082
-1.19688,24.71226,0,3.79944,2838.9949914068
-1.19781,24.71226,-16.2444205581,3.76341,2839.99999500811
-1.19907,24.71226,-16.8289456042,3.75229,2840.99500067532
-1.20021,24.71226,-14.35328598,3.7565,2842.00299158692
-1.20106,24.71226,-11.25677405,3.76375,2843.00799518824
-1.20178,24.71226,-9.441701748,3.7683,2843.99899765849
-1.20218,24.71226,0,3.77892,2844.99999806285
-1.20203,24.71226,2.4654001346,3.80029,2845.99599950016
-1.20174,24.71226,-0.0194506529,3.80639,2846.99699990451
-1.20242,24.71226,-9.1082159209,3.77369,2847.99800030887
-1.20335,24.71226,-13.962209905,3.7597,2849.0029938519
-1.20462,24.71226,-17.2829624583,3.74891,2849.99699369073
-1.20591,24.71226,-17.9171384597,3.74537,2851.01399682462
-1.20739,24.71226,-19.8128660004,3.73846,2851.99599713087
-1.20862,24.71226,-15.2804491114,3.74858,2853.00199650228
-1.20954,24.71226,-4.1368659962,3.75802,2853.99500057101
-1.20981,24.81741,0.0193169753,3.78023,2854.99699674547
-1.20967,24.81741,28.6879188673,3.85187,2855.99499978125
-1.20633,24.81741,46.3200325362,3.91019,2857.00599811971
-1.20317,24.71226,39.796261227,3.9139,2857.99899213016
-1.20034,24.71226,34.2693803718,3.90834,2859.00599732995
-1.19792,24.71226,30.2515014054,3.90126,2860.00899933279
-1.19585,24.71226,23.2569200853,3.89131,2861.00199334323
-1.19417,24.71226,22.9655588854,3.88238,2861.99599318206
-1.19289,24.71226,13.8596293682,3.86771,2863.00099678338
-1.19202,24.71226,6.3128572929,3.85591,2863.9949966222
-1.19159,24.71226,5.769616985,3.84175,2865.00499919057
-1.19156,24.71226,-0.0195531595,3.82645,2865.9989990294
-1.19163,24.71226,-1.0443941324,3.82156,2867.00200103223
-1.1917,24.71226,-1.0440251909,3.82021,2867.99600087106
-1.19178,24.71226,-1.0437956273,3.81937,2868.99899281561
-1.19186,24.71226,-1.0337906269,3.81853,2870.00199481845
-1.19193,24.81741,-1.0433802265,3.81785,2870.99499888718
-1.19201,24.71226,-1.0334711655,3.81735,2871.99999243021
-1.19208,24.71226,-1.0333330932,3.81684,2873.00299443305
-1.19216,24.71226,-1.0332437523,3.81651,2873.99899587035
-1.19223,24.71226,-1.0429210993,3.81617,2874.99900050461
-1.19231,24.71226,-1.0330596559,3.81583,2876.00299827754
-1.19239,24.71226,-1.0330136318,3.81566,2876.99699811637
-1.19246,24.71226,-1.0329242909,3.81533,2878.00399325788
-1.19254,24.71226,-1.0328782668,3.81516,2879.02000062168
-1.19261,24.71226,-1.0425986171,3.81499,2880.00200092793
-1.19269,24.71226,-1.0327862186,3.81482,2881.00099973381
-1.19276,24.71226,-1.0327401945,3.81465,2882.00599327683
-1.19284,24.71226,-1.0326941704,3.81448,2882.99799151719
-1.19292,24.71226,-1.0326508536,3.81432,2884.00999568403
-1.19299,24.71226,-1.0424155128,3.81432,2885.00500135124
-1.19307,24.71226,-1.0326048295,3.81415,2885.99499799311
-1.19314,24.71226,-1.0423690535,3.81415,2887.002998963
-1.19322,24.71226,-1.0325588054,3.81398,2887.99499720335
-1.19329,24.81741,-1.0423225942,3.81398,2888.99899497628
-1.19337,24.81741,-1.0325127813,3.81381,2890.00600017607
-1.19344,24.81741,-1.0325127813,3.81381,2890.99699258804
-1.19352,24.81741,-1.0422761349,3.81381,2892.00699515641
-1.1936,24.81741,-1.0422296756,3.81364,2893.00399236381
-1.19367,24.81741,-1.0422296756,3.81364,2893.99799220264
-1.19375,24.81741,-1.0422296756,3.81364,2895.00299580395
-1.19382,24.81741,-1.0324667572,3.81364,2895.99800147116
-1.1939,24.81741,-1.0324667572,3.81364,2896.99899181724
-1.19397,24.81741,-1.0421832163,3.81347,2897.99999222159
-1.19405,24.81741,-1.0324207331,3.81347,2898.9959936589
-1.19412,24.81741,-1.0421832163,3.81347,2900.00599622726
-1.1942,24.71226,-1.0324207331,3.81347,2900.999000296
-1.19427,24.71226,-1.0421832163,3.81347,2902.00299806893
-1.19435,24.71226,-1.0421832163,3.81347,2903.00299264491
-1.19443,24.71226,-1.2465361524,3.81297,2903.99699248374
-1.19476,24.71226,-12.3922699836,3.79948,2905.00199608505
-1.19568,24.71226,-15.9055795149,3.78111,2905.99799752235
-1.19714,24.71226,-27.7070962248,3.75498,2907.00499266386
-1.19922,24.71226,-32.290727411,3.73273,2907.99799673259
-1.2019,24.71226,-35.6056837556,3.70762,2908.99699553847
-1.20514,24.71226,-37.9015059674,3.68318,2910.00299490988
-1.20801,24.71226,-37.8345917862,3.69042,2910.99699474871
-1.21081,24.71226,-33.7740592337,3.68857,2911.99799515307
-1.21309,24.71226,-16.0939698716,3.71099,2913.00399452448
-1.21428,24.71226,0.0191119621,3.74011,2913.99999596179
-1.21389,24.71226,5.1003249786,3.79641,2914.99599739909
-1.21361,24.71226,3.05358907,3.7954,2916.0029925406
-1.21353,24.71226,-0.009668478,3.79156,2917.00499877334
-1.2143,24.71226,-10.248772905,3.76425,2918.00399757922
-1.21495,24.71226,-8.7371541606,3.76746,2918.99699158967
-1.2156,24.71226,-11.9430356474,3.76493,2920.00300101936
-1.21651,24.71226,-28.8859470561,3.75363,2921.00199982524
-1.21877,24.71226,0.0189973959,3.71769,2921.99999280274
-1.21838,24.71226,31.0302601164,3.81209,2923.01199696958
-1.21613,24.71226,12.8921774954,3.86198,2924.00199361145
-1.2152,24.71226,35.4460349399,3.84007,2925.00599138439
-1.21268,24.6071,14.5855997715,3.87951,2925.99899545312
-1.21161,24.6071,3.7867147599,3.84091,2927.01300121844
-1.21147,24.6071,-0.0194773782,3.81162,2928.00399363041
-1.21249,24.6071,-12.9855203597,3.77167,2928.99799346924
-1.21324,24.6071,-21.6862662126,3.77201,2930.00700026751
-1.21484,24.6071,-35.1413050167,3.73577,2930.99999427795
-1.21749,24.6071,-40.4978483799,3.70037,2932.00599364936
-1.22058,24.6071,-40.7444526042,3.68166,2933.00699405372
-1.22466,24.6071,-69.1286661632,3.63008,2933.99899229407
-1.23004,24.6071,-72.7500805008,3.58828,2935.00799909234
-1.23568,24.71226,-72.9636085024,3.57092,2936.01299263537
-1.24142,24.71226,-43.0911102105,3.63295,2937.00299933553
-1.24422,24.71226,-54.3366813346,3.65351,2937.99599334598
-1.24901,24.6071,-43.6257611512,3.59519,2939.00599591434
-1.25233,24.6071,-56.6972690856,3.62604,2939.99799415469
-1.25674,24.6071,-53.7315828678,3.59738,2941.00700095296
-1.26084,24.71226,-61.9630883313,3.59839,2942.00699552894
-1.26567,24.71226,-42.3771379308,3.58356,2943.00200119615
-1.26893,24.71226,-42.1526632222,3.62486,2943.99600103498
-1.27201,24.71226,-39.7303700748,3.63109,2945.00399194658
-1.27493,24.71226,-37.922997276,3.63564,2946.00399658084
-1.27613,24.71226,-11.211256917,3.69801,2946.99899218976
-1.27687,24.71226,-10.0257374823,3.71369,2947.99499362707
-1.2778,24.71226,-11.9536329579,3.71149,2949.00799356401
-1.27853,24.71226,-15.5767234254,3.71874,2949.99999180436
-1.27973,24.71226,-15.7028777739,3.70593,2951.00599117577
-1.28088,24.71226,-15.6955873392,3.70644,2951.9989952445
-1.28207,24.71226,-15.6882519822,3.70694,2952.99599245191
-1.28323,24.71226,-19.9744869972,3.70644,2954.00599502027
-1.28488,24.71226,-22.0486740552,3.69076,2955.00199645758
-1.28656,24.71226,-30.5458292308,3.68554,2956.00700005889
-1.28896,24.71226,-32.9321797552,3.65992,2957.0030014962
-1.29169,24.71226,-35.890440768,3.64896,2958.00399184227
-1.29448,24.71226,-36.308459626,3.64508,2958.996995911
-1.29678,24.71226,-31.3342382887,3.65671,2960.00299528241
-1.29938,24.81741,-34.5742240806,3.64677,2960.99800094962
-1.30227,24.81741,-34.7534181876,3.63531,2961.99599392712
-1.30472,24.81741,-35.3202872,3.64879,2963.00299912691
-1.30749,24.81741,-39.3415957412,3.63716,2963.99599313736
-1.31081,24.81741,-55.5924030606,3.60783,2965.00099673867
-1.31515,24.81741,-55.2291546675,3.57951,2966.00399874151
-1.31928,24.81741,-53.444865573,3.58002,2966.99699275196
-1.32234,24.81741,-32.6883897945,3.61845,2968.00299212337
-1.32485,24.81741,-27.9781821138,3.63446,2968.99399459362
-1.32679,24.81741,-18.158645883,3.65722,2970.01099772751
-1.32819,24.81741,-14.0515963623,3.67509,2971.00499756634
-1.32899,24.81741,-21.4750224292,3.69262,2971.99699580669
-1.3306,24.81741,-28.8789060392,3.66632,2973.0029951781
-1.33282,24.81741,-29.154951067,3.6493,2973.99699501693
-1.33528,24.81741,-33.834193701,3.63531,2975.00199861825
-1.33813,24.81741,-36.9923585528,3.62452,2975.99699422717
-1.3404,24.81741,-37.5579682072,3.63986,2977.00299359858
-1.34326,24.81741,-32.4322831239,3.62081,2977.99499183893
-1.3456,24.81741,-31.3986164121,3.63497,2979.00600023568
-1.34822,24.81741,-29.215325076,3.62671,2979.99599687755
-1.3503,24.81741,-26.3274921666,3.64626,2981.00899681449
-1.35209,24.81741,-17.0930893701,3.65907,2982.00599402189
-1.3533,24.81741,-22.4850039695,3.67273,2982.99799226224
-1.35506,24.81741,-23.175783213,3.65739,2984.00499746203
-1.35681,24.81741,-23.184031885,3.65722,2985.00199466944
-1.35859,24.81741,-23.18187654,3.65688,2986.00400090218
-1.36033,24.81741,-23.1807988675,3.65671,2986.9989965111
-1.36211,24.92257,-19.414787644,3.65806,2988.00599165261
-1.36356,24.92257,-11.7413105895,3.66885,2989.00299891829
-1.36445,24.92257,-11.6870862564,3.68722,2989.9999961257
-1.36533,24.92257,0.0188535494,3.68954,2991.00499972701
-1.36514,24.92257,-0.0190501311,3.72801,2991.99499636889
-1.36542,24.92257,-4.3629403776,3.71352,2993.00499893725
-1.36592,24.92257,-12.6301376904,3.70694,2993.99899877608
-1.36696,24.92257,-10.157474465,3.69262,2995.00799551606
-1.36772,24.92257,-15.988248825,3.6975,2995.99999375641
-1.36901,24.92257,-31.5394103168,3.67846,2996.99899256229
-1.37142,24.92257,-25.618239194,3.6434,2997.9949939996
-1.37328,24.92257,-24.5758235282,3.65722,2999.00499656796
-1.37515,24.92257,-21.3473305165,3.65621,2999.99699480832
-1.37675,24.92257,-10.2242346269,3.66919,3001.01100057364
-1.37752,24.92257,-9.3030384029,3.69413,3002.00500041246
-1.37802,24.92257,-6.4039169584,3.70357,3003.00199761987
-1.3785,24.92257,-6.2281488987,3.70593,3004.0049996227
-1.37895,24.92257,-5.1166070501,3.70981,3004.99799363315
-1.37914,24.92257,-29.5171300424,3.65722,3006.00399300456
-1.38141,24.92257,-30.0447235207,3.64643,3006.99499547482
-1.38184,24.92257,-13.942301082,3.7034,3008.0029964447
-1.38303,24.92257,-15.8467340988,3.68217,3008.99699628353
-1.38395,24.92257,-12.2827754648,3.69076,3009.99999828637
-1.38487,24.92257,-22.3896712956,3.68638,3011.0049918294
-1.38657,24.92257,-23.0290392276,3.66228,3011.99799589813
-1.38856,24.92257,-26.2428036172,3.65132,3013.00399526954
-1.39077,24.92257,-33.1422319452,3.63783,3013.99799510837
-1.39335,24.92257,-37.6738584852,3.62418,3015.00399447978
-1.39626,24.92257,-37.7453963482,3.61154,3016.01199544966
-1.39918,24.92257,-38.4091849705,3.60631,3017.00599528849
-1.40219,24.92257,-54.514483941,3.59266,3018.0119946599
-1.40647,24.92257,-40.6596660933,3.56299,3019.00099553168
-1.4096,24.92257,-32.4188472744,3.59064,3020.00399753451
-1.41188,24.92257,-35.6950284117,3.61221,3020.99799737334
-1.41479,24.92257,-24.7560736808,3.59789,3022.00399674475
-1.41653,24.92257,-18.103012356,3.6348,3022.99799658358
-1.4177,24.92257,-0.3924730398,3.65874,3024.00399595499
-1.41773,24.92257,0,3.69632,3025.00099316239
-1.41753,24.92257,9.462689823,3.7123,3026.00599676371
-1.41682,24.92257,15.7606660085,3.73303,3027.00699716806
-1.41565,24.92257,14.887888891,3.74854,3028.00699174404
-1.41468,24.92257,-0.0191139039,3.74049,3029.01099957526
-1.41611,24.92257,-18.9557760656,3.66868,3030.00899255276
-1.41755,24.92257,-5.2239684915,3.67205,3030.99599182606
-1.41794,24.92257,0,3.69986,3031.99500069022
-1.417,24.92257,0,3.74803,3033.00199583173
-1.4181,24.92257,-18.7816869006,3.67863,3034.00399200618
-1.41968,24.92257,-14.539106436,3.66312,3034.99699607491
-1.42078,24.92257,-5.0692795945,3.68233,3036.00999601185
-1.42113,24.92257,-12.6983672725,3.69649,3037.00699321926
-1.42218,24.92257,-14.3236309755,3.67745,3038.00400048494
-1.42348,24.92257,-17.4627353682,3.66801,3038.99999186397
-1.42481,24.92257,-4.2976297007,3.67391,3040.00399969518
-1.42513,24.92257,-4.0830648198,3.70054,3041.00500009954
-1.42522,24.92257,-0.8813906945,3.71065,3042.00199730694
-1.42528,24.92257,0,3.71284,3043.0039934814
-1.42451,24.92257,15.3145244538,3.74517,3044.00499388576
-1.42333,24.92257,15.8073032,3.76,3044.99899372458
-1.42217,25.02773,16.2598633272,3.76472,3046.00499309599
-1.42085,25.02773,18.1264900842,3.77298,3047.00499773026
-1.41953,25.02773,17.3039065479,3.77433,3047.99899756908
-1.41838,25.02773,15.804069975,3.77298,3049.0040011704
-1.4171,25.02773,30.5150499836,3.78562,3050.00499151647
-1.41489,25.02773,25.332910944,3.8104,3051.00099295378
-1.41317,25.02773,28.4594952204,3.80164,3051.99999175966
-1.41107,25.02773,19.8349044276,3.81428,3053.00999432802
-1.40965,25.02773,19.1311350207,3.79641,3054.00199256837
-1.40836,25.02773,12.0673290198,3.79186,3054.99499663711
-1.40753,25.02773,11.0888057672,3.77854,3056.00599497557
-1.40683,25.02773,-0.019286162,3.7742,3056.99499584734
-1.40722,25.02773,0,3.73678,3057.99899362028
-1.40706,25.02773,10.7496288641,3.75781,3059.00999195874
-1.40627,25.02773,18.422576446,3.77837,3060.00699922442
-1.40491,25.02773,32.851166478,3.7986,3060.9960000962
-1.40241,25.02773,35.5393897116,3.83956,3061.99700050056
-1.39963,25.02773,12.7366308531,3.83889,3063.00399564207
-1.39869,25.02773,8.385935411,3.79135,3063.9969997108
-1.39813,25.02773,3.5991011916,3.77787,3065.00699222088
-1.39791,25.02773,11.9210501189,3.77011,3065.99999628961
-1.39703,25.02773,11.654672228,3.7868,3067.00099669397
-1.39622,25.02773,11.1690835,3.78613,3067.99999549985
-1.39466,25.02773,9.1648690434,3.80922,3068.99699270725
-1.394,25.02773,9.98753128,3.78545,3069.99799311161
-1.39305,25.02773,12.7474897613,3.79253,3070.99699191749
-1.39228,25.02773,6.823507152,3.78411,3072.00399711728
-1.39193,25.02773,-0.0096147495,3.77049,3073.00599329174
-1.39196,25.13289,-0.4896069594,3.75869,3073.99899736047
-1.39203,25.13289,-1.0360081472,3.75583,3074.99799616635
-1.39211,25.13289,-1.0356357632,3.75448,3076.00199393928
-1.39218,25.13289,-1.0353571648,3.75347,3076.99499800801
-1.39226,25.13289,-1.044729408,3.75262,3077.99599841237
-1.39234,25.13289,-1.0348909952,3.75178,3078.99499721825
-1.39241,25.13289,-1.044309024,3.75111,3080.00599555671
-1.39249,25.13289,-1.034565504,3.7506,3080.99799379706
-1.39257,25.13289,-1.0344248256,3.75009,3082.0009957999
-1.39265,25.13289,-1.043885856,3.74959,3083.00499357283
-1.39272,25.13289,-1.0341462272,3.74908,3084.00399237871
-1.3928,25.13289,-1.0340552,3.74875,3084.99499484897
-1.39288,25.13289,-1.0339614144,3.74841,3085.9979968518
-1.39295,25.13289,-1.0721729042,3.74807,3086.99399828911
-1.39306,25.13289,-6.6277432094,3.74453,3088.00499662757
-1.39359,25.13289,-14.669360349,3.72953,3089.00299966335
-1.39469,25.13289,-22.270083008,3.7088,3089.9959936738
-1.39636,25.13289,-30.0641693408,3.68419,3091.00199304521
-1.39864,25.13289,-34.7269313248,3.65992,3092.00600087643
-1.40139,25.13289,-35.6479854456,3.64323,3093.00199225545
-1.40421,25.13289,-37.434410496,3.63328,3094.00299265981
-1.40723,25.13289,-32.7140860914,3.62334,3094.99500095844
-1.40897,25.13289,-29.2091308248,3.66076,3096.00399769843
-1.41125,25.02773,-29.5850835485,3.64373,3096.99899330735
-1.4135,25.02773,-33.3404203536,3.63918,3098.00499267876
-1.41607,25.02773,-40.3771779088,3.62671,3099.00400154293
-1.41943,25.02773,-40.23267549,3.59805,3099.99599978328
-1.42119,25.02773,-23.4305322633,3.64761,3101.00199915469
-1.42303,25.02773,-24.01462112,3.64576,3101.99899636209
-1.42442,25.02773,-22.4263389717,3.65857,3103.0049957335
-1.42617,25.02773,-23.3972022399,3.64677,3103.99599820375
-1.42812,25.02773,-26.6240839432,3.63716,3105.01300133765
-1.43035,25.02773,-11.13102978,3.6348,3106.004999578
-1.43118,25.02773,-14.5839505005,3.67205,3106.99899941683
-1.43237,25.02773,-6.685664463,3.66615,3107.99799822271
-1.43288,25.02773,-2.8279710348,3.69076,3109.00699496269
-1.43304,25.02773,-13.4140782664,3.69599,3110.0029964
-1.43406,25.02773,-27.7070393154,3.66986,3111.00599840283
-1.43616,25.02773,-21.2366560965,3.63885,3112.00199984014
-1.43779,25.02773,-9.4997872208,3.65368,3112.99499385059
-1.4385,25.02773,-9.4921097332,3.67964,3113.99899162352
-1.43922,25.02773,-9.4951536966,3.68082,3114.99599888921
-1.43993,25.02773,-9.4874942492,3.68149,3116.00099243224
-1.44066,25.02773,-9.48880856,3.682,3117.00599603355
-1.44137,25.02773,-9.7422694532,3.68183,3117.99900010228
-1.44225,25.02773,-16.7228991936,3.67424,3119.00399364531
-1.44353,25.02773,-16.6543420612,3.66329,3119.99999508262
-1.44444,25.13289,-11.88223063,3.67475,3121.00399285555
-1.44503,25.13289,-0.122471812,3.68891,3121.99600115418
-1.44504,25.13289,0.018939704,3.7064,3123.00599366426
-1.4443,25.13289,10.4574663463,3.73573,3123.998997733
-1.44342,25.13289,4.030151544,3.7391,3125.00400133431
-1.44312,25.13289,4.0353484926,3.72629,3125.99800117314
-1.44078,25.13289,32.3398443684,3.79894,3127.01100111008
-1.43827,25.13289,45.498592449,3.81698,3128.00299935043
-1.43496,25.13289,32.8820730286,3.84074,3128.99499759078
-1.43259,25.13289,29.2365292968,3.81816,3129.99699376523
-1.43046,25.13289,28.919138976,3.8136,3131.00499473512
-1.42851,25.13289,26.3925487548,3.81023,3131.99699297547
-1.42673,25.13289,16.3988715044,3.80366,3133.01399610937
-1.42552,25.13289,16.6214494197,3.79017,3134.0070001781
-1.42426,25.13289,12.5830307845,3.78967,3135.00100001693
-1.42339,25.13289,11.6506172082,3.77922,3135.99700145423
-1.42296,25.13289,0.403678464,3.7632,3137.00499236584
-1.42294,25.13289,-0.0191586675,3.74925,3138.00199963152
-1.42301,25.13289,-1.042477152,3.74453,3139.01299796999
-1.42309,25.13289,-1.0324718784,3.74301,3140.00699780881
-1.42316,25.13289,-1.0417728,3.742,3141.00899398327
-1.42324,25.13289,-1.041491616,3.74099,3142.00399965048
-1.42332,25.13289,-1.2321925988,3.73981,3143.00000108778
-1.42356,25.13289,-10.7919473808,3.72936,3144.00399886072
-1.42437,25.13289,-18.3609515691,3.71133,3144.99799869955
-1.42577,25.13289,-23.1368684768,3.68992,3146.00100070238
-1.42773,25.13289,-33.8996821677,3.66447,3146.99599631131
-1.43029,25.13289,-40.6996688098,3.63649,3148.01199361682
-1.43353,25.13289,-50.0966103404,3.61154,3148.99799712002
-1.43738,25.13289,-46.5034279086,3.58626,3150.00300072134
-1.44094,25.23805,-15.9477785587,3.65789,3151.00699849427
-1.44213,25.23805,-39.3694269542,3.65267,3152.00399570167
-1.44514,25.23805,-34.6382821456,3.60497,3153.0079934746
-1.44784,25.23805,-28.6071433088,3.61424,3154.00500074029
-1.44987,25.23805,-9.056896576,3.6407,3155.00499531627
-1.45055,25.23805,-5.0900615808,3.67694,3155.997999385
-1.45094,25.13289,-2.0168364736,3.68992,3157.00699612498
-1.45103,25.13289,0.009438417,3.70134,3158.00599493086
-1.45099,25.13289,0.9566611074,3.70842,3158.99999476969
-1.45082,25.13289,2.4001564408,3.71432,3160.00299677253
-1.45028,25.13289,7.2098336708,3.72898,3160.99799238145
-1.44741,25.13289,39.6071154094,3.81293,3162.00399175286
-1.44454,25.13289,33.8229243183,3.81849,3162.99899742007
-1.4421,25.13289,28.3147564272,3.81091,3163.99999782443
-1.44002,25.13289,23.3704871925,3.80147,3165.00499136746
-1.43836,25.13289,22.5669977463,3.79371,3165.99999703467
-1.4371,25.13289,11.297007124,3.7804,3167.00500063598
-1.43627,25.13289,5.648836865,3.76775,3167.99799464643
-1.43586,25.13289,0,3.75444,3168.99699345231
-1.43587,25.23805,-0.0859743236,3.73964,3170.00199705362
-1.43594,25.23805,-1.040085696,3.73594,3171.00700065494
-1.43601,25.23805,-1.039801728,3.73492,3171.99799306691
-1.43609,25.23805,-1.039567872,3.73408,3173.00599403679
-1.43617,25.23805,-1.0298238144,3.73341,3173.99899810553
-1.43624,25.23805,-1.03923936,3.7329,3175.00599324703
-1.43632,25.23805,-1.039144704,3.73256,3176.00599788129
-1.4364,25.23805,-1.039052832,3.73223,3177.00099349022
-1.43648,25.23805,-1.0294045376,3.73189,3177.99599915743
-1.43655,25.23805,-1.03886352,3.73155,3179.00599166751
-1.43663,25.23805,-1.0292638592,3.73138,3179.99799996614
-1.43671,25.23805,-1.03872432,3.73105,3181.00499510765
-1.43678,25.23805,-1.038676992,3.73088,3182.00599551201
-1.43686,25.23805,-1.0290790464,3.73071,3183.00100117922
-1.43694,25.23805,-1.0290321536,3.73054,3183.99799838662
-1.43701,25.23805,-1.038582336,3.73054,3185.01299992204
-1.43709,25.23805,-1.038535008,3.73037,3186.00699976087
-1.43717,25.23805,-1.03848768,3.7302,3187.00300119817
-1.43725,25.23805,-4.6852955172,3.72852,3188.00200000405
-1.43761,25.23805,-12.2552523576,3.71672,3189.00699354708
-1.43854,25.23805,-19.7783429824,3.69632,3190.00799395144
-1.44007,25.23805,-23.2494859699,3.67643,3190.99899642169
-1.44214,25.23805,-35.5883835008,3.65048,3191.994997859
-1.44485,25.23805,-41.8846491,3.6225,3193.00299882889
-1.44823,25.23805,-43.6421225682,3.59957,3193.99499706924
-1.45225,25.23805,-58.3568434337,3.56839,3194.9959974736
-1.45694,25.23805,-31.369788462,3.5549,3196.0029926151
-1.45933,25.23805,-31.1820911528,3.61204,3197.00099565089
-1.46175,25.23805,-54.7172677425,3.55575,3198.0069950223
-1.4661,25.23805,-40.2610091883,3.54631,3198.99999909103
-1.46925,25.23805,-40.1965842704,3.57766,3200.00199526548
-1.4709,25.23805,-35.964862815,3.62266,3200.99799670279
-1.47367,25.23805,-15.9854853492,3.59907,3202.00099870563
-1.4749,25.13289,-16.173708122,3.63935,3202.99999751151
-1.47647,25.13289,-20.8976033533,3.62839,3203.99999208748
-1.47809,25.13289,-7.1370906011,3.63379,3205.00600151718
-1.47863,25.13289,-11.7967521738,3.66278,3205.99799975753
-1.47954,25.13289,-11.9013517974,3.65469,3206.99799433351
-1.48045,25.13289,-5.49621255,3.65975,3208.01299586892
-1.48082,25.13289,-4.7965069626,3.67509,3209.0029925108
-1.48101,25.13289,-16.3087417185,3.68031,3209.99599657953
-1.48226,25.13289,-11.5935425086,3.65182,3211.00100018084
